year,month,area,uf,className,numPol
2018/2019,6,0.14,AC,DEGRADACAO,2
2018/2019,6,10.02,AC,DESMATAMENTO_CR,72
2018/2019,6,1.04,AC,DESMATAMENTO_VEG,9
2018/2019,6,3.75,AM,DEGRADACAO,10
2018/2019,6,187.48,AM,DESMATAMENTO_CR,490
2018/2019,6,6.67,AM,DESMATAMENTO_VEG,52
2018/2019,6,0.62,AM,MINERACAO,6
2018/2019,6,0.15,AP,DESMATAMENTO_CR,2
2018/2019,6,7.72,MA,DESMATAMENTO_CR,31
2018/2019,6,583.82,MT,CICATRIZ_DE_QUEIMADA,68
2018/2019,6,31.8,MT,CS_DESORDENADO,7
2018/2019,6,136.29,MT,CS_GEOMETRICO,58
2018/2019,6,28.02,MT,DEGRADACAO,36
2018/2019,6,146.6,MT,DESMATAMENTO_CR,460
2018/2019,6,9.82,MT,DESMATAMENTO_VEG,33
2018/2019,6,2.15,MT,MINERACAO,25
2018/2019,6,0.59,PA,CICATRIZ_DE_QUEIMADA,3
2018/2019,6,6.62,PA,CS_DESORDENADO,3
2018/2019,6,2.89,PA,CS_GEOMETRICO,2
2018/2019,6,21.47,PA,DEGRADACAO,47
2018/2019,6,409.89,PA,DESMATAMENTO_CR,1064
2018/2019,6,36.13,PA,DESMATAMENTO_VEG,141
2018/2019,6,9.72,PA,MINERACAO,96
2018/2019,6,0.48,RO,CICATRIZ_DE_QUEIMADA,2
2018/2019,6,6.14,RO,CS_GEOMETRICO,1
2018/2019,6,4.79,RO,DEGRADACAO,12
2018/2019,6,84.25,RO,DESMATAMENTO_CR,325
2018/2019,6,14.25,RO,DESMATAMENTO_VEG,82
2018/2019,6,0.07,RO,MINERACAO,1
2018/2019,6,72.05,RR,CICATRIZ_DE_QUEIMADA,71
2018/2019,6,0.31,RR,DEGRADACAO,1
2018/2019,6,7.86,RR,DESMATAMENTO_CR,29
2018/2019,6,0.07,RR,DESMATAMENTO_VEG,1
2018/2019,6,0.3,TO,DESMATAMENTO_CR,3
2018/2019,7,0.08,AC,CICATRIZ_DE_QUEIMADA,1
2018/2019,7,10.37,AC,CS_DESORDENADO,1
2018/2019,7,25.24,AC,DEGRADACAO,126
2018/2019,7,97.8,AC,DESMATAMENTO_CR,803
2018/2019,7,5.59,AC,DESMATAMENTO_VEG,51
2018/2019,7,6.63,AM,CICATRIZ_DE_QUEIMADA,10
2018/2019,7,8.51,AM,CS_DESORDENADO,2
2018/2019,7,26.99,AM,DEGRADACAO,103
2018/2019,7,403.67,AM,DESMATAMENTO_CR,1422
2018/2019,7,18.49,AM,DESMATAMENTO_VEG,116
2018/2019,7,2.12,AM,MINERACAO,13
2018/2019,7,0.17,AP,DEGRADACAO,2
2018/2019,7,0.06,AP,DESMATAMENTO_CR,1
2018/2019,7,3.42,AP,DESMATAMENTO_VEG,41
2018/2019,7,0.32,MA,CICATRIZ_DE_QUEIMADA,1
2018/2019,7,5.3,MA,DEGRADACAO,4
2018/2019,7,11.01,MA,DESMATAMENTO_CR,63
2018/2019,7,671.65,MT,CICATRIZ_DE_QUEIMADA,200
2018/2019,7,66.53,MT,CS_DESORDENADO,25
2018/2019,7,250.45,MT,CS_GEOMETRICO,76
2018/2019,7,253.63,MT,DEGRADACAO,253
2018/2019,7,418.53,MT,DESMATAMENTO_CR,1191
2018/2019,7,5.93,MT,DESMATAMENTO_VEG,15
2018/2019,7,1.69,MT,MINERACAO,20
2018/2019,7,11.35,PA,CICATRIZ_DE_QUEIMADA,25
2018/2019,7,35.74,PA,CS_DESORDENADO,14
2018/2019,7,11.48,PA,CS_GEOMETRICO,4
2018/2019,7,179.52,PA,DEGRADACAO,331
2018/2019,7,687.51,PA,DESMATAMENTO_CR,2638
2018/2019,7,182.75,PA,DESMATAMENTO_VEG,832
2018/2019,7,20.08,PA,MINERACAO,200
2018/2019,7,0.68,RO,CICATRIZ_DE_QUEIMADA,3
2018/2019,7,3.65,RO,CS_DESORDENADO,1
2018/2019,7,2.53,RO,CS_GEOMETRICO,2
2018/2019,7,29.49,RO,DEGRADACAO,101
2018/2019,7,377.54,RO,DESMATAMENTO_CR,1579
2018/2019,7,7.18,RO,DESMATAMENTO_VEG,28
2018/2019,7,0.09,RO,MINERACAO,1
2018/2019,7,31.97,RR,CICATRIZ_DE_QUEIMADA,15
2018/2019,7,9.22,RR,DESMATAMENTO_CR,25
2018/2019,7,2.5,RR,DESMATAMENTO_VEG,13
2018/2019,7,0.21,TO,DEGRADACAO,2
2018/2019,7,0.15,TO,DESMATAMENTO_CR,3
2018/2019,7,0,,DESMATAMENTO_CR,1
2019/2020,8,4.94,AC,CICATRIZ_DE_QUEIMADA,30
2019/2020,8,79.28,AC,CS_DESORDENADO,20
2019/2020,8,15.4,AC,DEGRADACAO,98
2019/2020,8,139.53,AC,DESMATAMENTO_CR,1310
2019/2020,8,1.57,AC,DESMATAMENTO_VEG,15
2019/2020,8,12.34,AM,CICATRIZ_DE_QUEIMADA,69
2019/2020,8,113.31,AM,CS_DESORDENADO,13
2019/2020,8,12.81,AM,DEGRADACAO,64
2019/2020,8,189.61,AM,DESMATAMENTO_CR,1050
2019/2020,8,7.56,AM,DESMATAMENTO_VEG,70
2019/2020,8,0,AM,MINERACAO,1
2019/2020,8,0.43,AP,DEGRADACAO,2
2019/2020,8,2.58,AP,DESMATAMENTO_CR,3
2019/2020,8,1.32,AP,DESMATAMENTO_VEG,15
2019/2020,8,1.88,MA,CS_DESORDENADO,2
2019/2020,8,4.17,MA,DEGRADACAO,12
2019/2020,8,11.51,MA,DESMATAMENTO_CR,68
2019/2020,8,0.18,MA,DESMATAMENTO_VEG,1
2019/2020,8,554.08,MT,CICATRIZ_DE_QUEIMADA,602
2019/2020,8,91.16,MT,CS_DESORDENADO,39
2019/2020,8,243.1,MT,CS_GEOMETRICO,88
2019/2020,8,126.77,MT,DEGRADACAO,196
2019/2020,8,218.71,MT,DESMATAMENTO_CR,1022
2019/2020,8,0.48,MT,DESMATAMENTO_VEG,2
2019/2020,8,1.01,MT,MINERACAO,8
2019/2020,8,662.11,PA,CICATRIZ_DE_QUEIMADA,1206
2019/2020,8,250.82,PA,CS_DESORDENADO,49
2019/2020,8,51.14,PA,CS_GEOMETRICO,14
2019/2020,8,151.63,PA,DEGRADACAO,451
2019/2020,8,804.69,PA,DESMATAMENTO_CR,4282
2019/2020,8,14.1,PA,DESMATAMENTO_VEG,66
2019/2020,8,5.2,PA,MINERACAO,58
2019/2020,8,89.02,RO,CICATRIZ_DE_QUEIMADA,260
2019/2020,8,8.91,RO,CS_GEOMETRICO,2
2019/2020,8,36.76,RO,DEGRADACAO,110
2019/2020,8,270.83,RO,DESMATAMENTO_CR,1477
2019/2020,8,0.64,RO,MINERACAO,5
2019/2020,8,44.15,RR,CICATRIZ_DE_QUEIMADA,54
2019/2020,8,8.31,RR,CS_DESORDENADO,6
2019/2020,8,24.71,RR,DEGRADACAO,35
2019/2020,8,35.39,RR,DESMATAMENTO_CR,153
2019/2020,8,6.87,RR,DESMATAMENTO_VEG,16
2019/2020,8,14.35,TO,CICATRIZ_DE_QUEIMADA,11
2019/2020,8,2.28,TO,DEGRADACAO,5
2019/2020,8,2.53,TO,DESMATAMENTO_CR,18
2019/2020,9,0.52,AC,CICATRIZ_DE_QUEIMADA,5
2019/2020,9,11.99,AC,CS_DESORDENADO,7
2019/2020,9,7.44,AC,DEGRADACAO,24
2019/2020,9,110.55,AC,DESMATAMENTO_CR,1040
2019/2020,9,31.8,AM,CICATRIZ_DE_QUEIMADA,71
2019/2020,9,128.59,AM,CS_DESORDENADO,26
2019/2020,9,7.14,AM,CS_GEOMETRICO,2
2019/2020,9,11.96,AM,DEGRADACAO,44
2019/2020,9,174.47,AM,DESMATAMENTO_CR,945
2019/2020,9,0.26,AM,MINERACAO,3
2019/2020,9,0.36,AP,DEGRADACAO,1
2019/2020,9,2.38,AP,DESMATAMENTO_CR,15
2019/2020,9,1.12,MA,CICATRIZ_DE_QUEIMADA,4
2019/2020,9,5.05,MA,DESMATAMENTO_CR,33
2019/2020,9,2430.55,MT,CICATRIZ_DE_QUEIMADA,1552
2019/2020,9,88.25,MT,CS_DESORDENADO,19
2019/2020,9,158.75,MT,CS_GEOMETRICO,44
2019/2020,9,183.91,MT,DEGRADACAO,198
2019/2020,9,344.62,MT,DESMATAMENTO_CR,988
2019/2020,9,0.65,MT,DESMATAMENTO_VEG,2
2019/2020,9,1241.26,PA,CICATRIZ_DE_QUEIMADA,1256
2019/2020,9,103.07,PA,CS_DESORDENADO,30
2019/2020,9,58.28,PA,CS_GEOMETRICO,12
2019/2020,9,95.97,PA,DEGRADACAO,180
2019/2020,9,494.77,PA,DESMATAMENTO_CR,2448
2019/2020,9,2.76,PA,DESMATAMENTO_VEG,19
2019/2020,9,3.41,PA,MINERACAO,36
2019/2020,9,114.8,RO,CICATRIZ_DE_QUEIMADA,227
2019/2020,9,20.78,RO,CS_DESORDENADO,3
2019/2020,9,9.43,RO,CS_GEOMETRICO,1
2019/2020,9,19.02,RO,DEGRADACAO,77
2019/2020,9,271.67,RO,DESMATAMENTO_CR,1429
2019/2020,9,1.47,RO,DESMATAMENTO_VEG,2
2019/2020,9,22.93,RR,CICATRIZ_DE_QUEIMADA,27
2019/2020,9,5.96,RR,CS_DESORDENADO,6
2019/2020,9,7.3,RR,CS_GEOMETRICO,1
2019/2020,9,11.02,RR,DEGRADACAO,31
2019/2020,9,32.24,RR,DESMATAMENTO_CR,156
2019/2020,9,8.77,RR,DESMATAMENTO_VEG,11
2019/2020,9,0.17,RR,MINERACAO,1
2019/2020,9,8.03,TO,CICATRIZ_DE_QUEIMADA,10
2019/2020,9,1.36,TO,DEGRADACAO,3
2019/2020,9,0.4,TO,DESMATAMENTO_CR,3
2019/2020,10,6.71,AC,CS_DESORDENADO,1
2019/2020,10,2.44,AC,DEGRADACAO,7
2019/2020,10,11.38,AC,DESMATAMENTO_CR,92
2019/2020,10,7.18,AM,CICATRIZ_DE_QUEIMADA,21
2019/2020,10,17.99,AM,CS_DESORDENADO,4
2019/2020,10,4.24,AM,DEGRADACAO,8
2019/2020,10,42.05,AM,DESMATAMENTO_CR,247
2019/2020,10,0.07,AM,MINERACAO,1
2019/2020,10,2.51,AP,DESMATAMENTO_CR,13
2019/2020,10,62.82,MA,CICATRIZ_DE_QUEIMADA,47
2019/2020,10,0.25,MA,DEGRADACAO,2
2019/2020,10,10.44,MA,DESMATAMENTO_CR,55
2019/2020,10,265.5,MT,CICATRIZ_DE_QUEIMADA,289
2019/2020,10,39.55,MT,CS_DESORDENADO,12
2019/2020,10,103.39,MT,CS_GEOMETRICO,38
2019/2020,10,166.4,MT,DEGRADACAO,127
2019/2020,10,112.45,MT,DESMATAMENTO_CR,442
2019/2020,10,0.14,MT,MINERACAO,1
2019/2020,10,159.1,PA,CICATRIZ_DE_QUEIMADA,280
2019/2020,10,24.99,PA,CS_DESORDENADO,9
2019/2020,10,21.19,PA,CS_GEOMETRICO,8
2019/2020,10,122.97,PA,DEGRADACAO,90
2019/2020,10,280.55,PA,DESMATAMENTO_CR,1452
2019/2020,10,2.32,PA,DESMATAMENTO_VEG,7
2019/2020,10,2.66,PA,MINERACAO,36
2019/2020,10,12.98,RO,CICATRIZ_DE_QUEIMADA,23
2019/2020,10,3.53,RO,CS_GEOMETRICO,1
2019/2020,10,10.69,RO,DEGRADACAO,21
2019/2020,10,72.98,RO,DESMATAMENTO_CR,352
2019/2020,10,0.63,RO,DESMATAMENTO_VEG,2
2019/2020,10,9.16,RR,CICATRIZ_DE_QUEIMADA,5
2019/2020,10,6.3,RR,DEGRADACAO,6
2019/2020,10,13.06,RR,DESMATAMENTO_CR,52
2019/2020,10,3.71,RR,DESMATAMENTO_VEG,14
2019/2020,10,0.1,RR,MINERACAO,1
2019/2020,10,0.22,TO,DESMATAMENTO_CR,1
2019/2020,11,0.35,AC,DEGRADACAO,2
2019/2020,11,11.4,AC,DESMATAMENTO_CR,101
2019/2020,11,1.96,AC,DESMATAMENTO_VEG,7
2019/2020,11,0.75,AM,CICATRIZ_DE_QUEIMADA,4
2019/2020,11,0.07,AM,DEGRADACAO,1
2019/2020,11,21.36,AM,DESMATAMENTO_CR,128
2019/2020,11,1.93,AM,DESMATAMENTO_VEG,9
2019/2020,11,0.11,AM,MINERACAO,1
2019/2020,11,44.29,MA,CICATRIZ_DE_QUEIMADA,45
2019/2020,11,1.59,MA,CS_DESORDENADO,1
2019/2020,11,2.98,MA,DEGRADACAO,9
2019/2020,11,30.93,MA,DESMATAMENTO_CR,195
2019/2020,11,68.58,MT,CICATRIZ_DE_QUEIMADA,79
2019/2020,11,144.55,MT,CS_DESORDENADO,31
2019/2020,11,55.19,MT,CS_GEOMETRICO,17
2019/2020,11,71.98,MT,DEGRADACAO,53
2019/2020,11,110.86,MT,DESMATAMENTO_CR,319
2019/2020,11,1.06,MT,DESMATAMENTO_VEG,8
2019/2020,11,34.71,PA,CICATRIZ_DE_QUEIMADA,73
2019/2020,11,250.15,PA,CS_DESORDENADO,86
2019/2020,11,24.33,PA,CS_GEOMETRICO,11
2019/2020,11,19,PA,DEGRADACAO,39
2019/2020,11,334.69,PA,DESMATAMENTO_CR,2127
2019/2020,11,1.42,PA,DESMATAMENTO_VEG,11
2019/2020,11,6.96,PA,MINERACAO,68
2019/2020,11,3.47,RO,CICATRIZ_DE_QUEIMADA,7
2019/2020,11,10.74,RO,CS_DESORDENADO,5
2019/2020,11,2.49,RO,DEGRADACAO,5
2019/2020,11,33.64,RO,DESMATAMENTO_CR,183
2019/2020,11,0.46,RO,DESMATAMENTO_VEG,3
2019/2020,11,3.99,RR,CS_DESORDENADO,1
2019/2020,11,0.41,RR,DEGRADACAO,1
2019/2020,11,5.1,RR,DESMATAMENTO_CR,23
2019/2020,11,0.34,RR,DESMATAMENTO_VEG,2
2019/2020,11,3.99,TO,DEGRADACAO,8
2019/2020,11,0.58,TO,DESMATAMENTO_CR,5
2019/2020,12,0.17,AM,CICATRIZ_DE_QUEIMADA,1
2019/2020,12,10.47,AM,CS_DESORDENADO,8
2019/2020,12,5.79,AM,DEGRADACAO,6
2019/2020,12,6.11,AM,DESMATAMENTO_CR,52
2019/2020,12,1.47,AM,DESMATAMENTO_VEG,5
2019/2020,12,4.26,MA,CICATRIZ_DE_QUEIMADA,11
2019/2020,12,0.29,MA,DEGRADACAO,2
2019/2020,12,17.54,MA,DESMATAMENTO_CR,145
2019/2020,12,2.57,MT,CICATRIZ_DE_QUEIMADA,8
2019/2020,12,8.82,MT,CS_DESORDENADO,8
2019/2020,12,9.5,MT,DEGRADACAO,9
2019/2020,12,75.56,MT,DESMATAMENTO_CR,138
2019/2020,12,0.41,MT,DESMATAMENTO_VEG,3
2019/2020,12,0.48,MT,MINERACAO,9
2019/2020,12,4.73,PA,CICATRIZ_DE_QUEIMADA,9
2019/2020,12,1.2,PA,CS_DESORDENADO,2
2019/2020,12,8.48,PA,CS_GEOMETRICO,1
2019/2020,12,10.1,PA,DEGRADACAO,19
2019/2020,12,56.64,PA,DESMATAMENTO_CR,366
2019/2020,12,1.52,PA,DESMATAMENTO_VEG,11
2019/2020,12,1.36,PA,MINERACAO,17
2019/2020,12,2.26,RO,CICATRIZ_DE_QUEIMADA,13
2019/2020,12,10.2,RO,CS_DESORDENADO,8
2019/2020,12,6.73,RO,CS_GEOMETRICO,1
2019/2020,12,3.24,RO,DEGRADACAO,4
2019/2020,12,20.13,RO,DESMATAMENTO_CR,139
2019/2020,12,0.38,RO,DESMATAMENTO_VEG,2
2019/2020,12,0.08,RO,MINERACAO,1
2019/2020,12,0.23,RR,CS_DESORDENADO,2
2019/2020,12,0.22,RR,DEGRADACAO,1
2019/2020,12,7.33,RR,DESMATAMENTO_CR,41
2019/2020,12,0.26,RR,DESMATAMENTO_VEG,1
2019/2020,12,0.61,RR,MINERACAO,2
2019/2020,12,0.06,TO,DESMATAMENTO_CR,1
2019/2020,1,0.44,AC,DEGRADACAO,3
2019/2020,1,2.9,AC,DESMATAMENTO_CR,26
2019/2020,1,1.87,AC,DESMATAMENTO_VEG,19
2019/2020,1,43.91,AM,CS_DESORDENADO,2
2019/2020,1,3.11,AM,DEGRADACAO,5
2019/2020,1,10.53,AM,DESMATAMENTO_CR,92
2019/2020,1,2.91,AM,DESMATAMENTO_VEG,24
2019/2020,1,0.15,MA,DEGRADACAO,1
2019/2020,1,1.55,MA,DESMATAMENTO_CR,12
2019/2020,1,6.06,MT,CICATRIZ_DE_QUEIMADA,9
2019/2020,1,38.34,MT,CS_DESORDENADO,14
2019/2020,1,29.38,MT,CS_GEOMETRICO,10
2019/2020,1,56.12,MT,DEGRADACAO,30
2019/2020,1,119.93,MT,DESMATAMENTO_CR,330
2019/2020,1,3.87,MT,DESMATAMENTO_VEG,15
2019/2020,1,0.14,MT,MINERACAO,1
2019/2020,1,32.33,PA,CS_DESORDENADO,6
2019/2020,1,26.41,PA,CS_GEOMETRICO,9
2019/2020,1,20.8,PA,DEGRADACAO,15
2019/2020,1,77.49,PA,DESMATAMENTO_CR,442
2019/2020,1,3.59,PA,DESMATAMENTO_VEG,26
2019/2020,1,4.84,PA,MINERACAO,49
2019/2020,1,1.77,RO,CICATRIZ_DE_QUEIMADA,3
2019/2020,1,0.52,RO,DEGRADACAO,3
2019/2020,1,21.99,RO,DESMATAMENTO_CR,137
2019/2020,1,1.18,RO,DESMATAMENTO_VEG,3
2019/2020,1,3.3,RR,CS_GEOMETRICO,1
2019/2020,1,8.13,RR,DEGRADACAO,23
2019/2020,1,30.1,RR,DESMATAMENTO_CR,180
2019/2020,1,1.27,RR,DESMATAMENTO_VEG,14
2019/2020,1,0.12,RR,MINERACAO,1
2019/2020,2,1.34,AM,DEGRADACAO,3
2019/2020,2,19.31,AM,DESMATAMENTO_CR,87
2019/2020,2,1.3,AM,DESMATAMENTO_VEG,8
2019/2020,2,0.12,AM,MINERACAO,3
2019/2020,2,0.06,AP,DESMATAMENTO_CR,1
2019/2020,2,0.2,MA,CICATRIZ_DE_QUEIMADA,2
2019/2020,2,1.32,MA,DESMATAMENTO_CR,8
2019/2020,2,5.59,MT,CICATRIZ_DE_QUEIMADA,1
2019/2020,2,53.64,MT,CS_DESORDENADO,13
2019/2020,2,5.96,MT,CS_GEOMETRICO,1
2019/2020,2,4.87,MT,DEGRADACAO,8
2019/2020,2,74.46,MT,DESMATAMENTO_CR,141
2019/2020,2,0.52,MT,MINERACAO,4
2019/2020,2,1.75,PA,CICATRIZ_DE_QUEIMADA,6
2019/2020,2,3.2,PA,CS_DESORDENADO,2
2019/2020,2,0.83,PA,DEGRADACAO,4
2019/2020,2,46.55,PA,DESMATAMENTO_CR,121
2019/2020,2,0.26,PA,DESMATAMENTO_VEG,3
2019/2020,2,2.73,PA,MINERACAO,30
2019/2020,2,5.04,RO,CICATRIZ_DE_QUEIMADA,5
2019/2020,2,2.79,RO,DEGRADACAO,7
2019/2020,2,22.76,RO,DESMATAMENTO_CR,118
2019/2020,2,0.15,RO,DESMATAMENTO_VEG,2
2019/2020,2,0.19,RO,MINERACAO,2
2019/2020,2,1.49,RR,CICATRIZ_DE_QUEIMADA,2
2019/2020,2,3.24,RR,DEGRADACAO,2
2019/2020,2,15.58,RR,DESMATAMENTO_CR,53
2019/2020,2,0.42,RR,MINERACAO,4
2019/2020,3,0.3,AC,DEGRADACAO,3
2019/2020,3,3.71,AC,DESMATAMENTO_CR,25
2019/2020,3,4.59,AC,DESMATAMENTO_VEG,56
2019/2020,3,0.8,AM,CS_DESORDENADO,1
2019/2020,3,0.77,AM,DEGRADACAO,6
2019/2020,3,71.17,AM,DESMATAMENTO_CR,143
2019/2020,3,0.48,AM,DESMATAMENTO_VEG,3
2019/2020,3,1.06,AM,MINERACAO,11
2019/2020,3,0.75,MA,DESMATAMENTO_CR,3
2019/2020,3,0.07,MA,MINERACAO,1
2019/2020,3,0.07,MT,CICATRIZ_DE_QUEIMADA,1
2019/2020,3,2.62,MT,DEGRADACAO,8
2019/2020,3,68.16,MT,DESMATAMENTO_CR,154
2019/2020,3,2.43,PA,DEGRADACAO,3
2019/2020,3,119.34,PA,DESMATAMENTO_CR,206
2019/2020,3,0.2,PA,DESMATAMENTO_VEG,2
2019/2020,3,2.56,PA,MINERACAO,31
2019/2020,3,0.38,RO,CICATRIZ_DE_QUEIMADA,1
2019/2020,3,2.93,RO,DEGRADACAO,11
2019/2020,3,22.82,RO,DESMATAMENTO_CR,114
2019/2020,3,0.19,RO,DESMATAMENTO_VEG,2
2019/2020,3,1.43,RR,CICATRIZ_DE_QUEIMADA,5
2019/2020,3,14.46,RR,DEGRADACAO,17
2019/2020,3,31.71,RR,DESMATAMENTO_CR,195
2019/2020,3,0.13,TO,DESMATAMENTO_CR,1
2019/2020,3,0,,DESMATAMENTO_VEG,3
2019/2020,4,0.56,AC,DEGRADACAO,3
2019/2020,4,3.75,AC,DESMATAMENTO_CR,29
2019/2020,4,1.23,AC,DESMATAMENTO_VEG,14
2019/2020,4,1.21,AM,DEGRADACAO,1
2019/2020,4,77.27,AM,DESMATAMENTO_CR,165
2019/2020,4,0.12,AM,DESMATAMENTO_VEG,1
2019/2020,4,0.07,AM,MINERACAO,1
2019/2020,4,0.67,MA,CICATRIZ_DE_QUEIMADA,1
2019/2020,4,0.77,MA,CS_DESORDENADO,1
2019/2020,4,1.84,MA,DESMATAMENTO_CR,10
2019/2020,4,8.66,MT,CICATRIZ_DE_QUEIMADA,6
2019/2020,4,15.15,MT,CS_DESORDENADO,4
2019/2020,4,2.36,MT,CS_GEOMETRICO,1
2019/2020,4,13.86,MT,DEGRADACAO,25
2019/2020,4,142.35,MT,DESMATAMENTO_CR,367
2019/2020,4,1.1,MT,DESMATAMENTO_VEG,3
2019/2020,4,1.13,MT,MINERACAO,12
2019/2020,4,4.03,PA,CS_DESORDENADO,1
2019/2020,4,5.28,PA,CS_GEOMETRICO,1
2019/2020,4,2.96,PA,DEGRADACAO,11
2019/2020,4,57.19,PA,DESMATAMENTO_CR,171
2019/2020,4,5.31,PA,DESMATAMENTO_VEG,12
2019/2020,4,4.19,PA,MINERACAO,47
2019/2020,4,2.2,RO,CICATRIZ_DE_QUEIMADA,2
2019/2020,4,8.75,RO,DEGRADACAO,32
2019/2020,4,103.45,RO,DESMATAMENTO_CR,407
2019/2020,4,1.19,RO,DESMATAMENTO_VEG,9
2019/2020,4,3,RR,CICATRIZ_DE_QUEIMADA,2
2019/2020,4,6.85,RR,DESMATAMENTO_CR,45
2019/2020,4,0.16,TO,DESMATAMENTO_CR,1
2019/2020,4,0,,DESMATAMENTO_VEG,1
2019/2020,5,12.57,AC,CS_DESORDENADO,5
2019/2020,5,0.19,AC,DEGRADACAO,1
2019/2020,5,10.6,AC,DESMATAMENTO_CR,68
2019/2020,5,1.49,AC,DESMATAMENTO_VEG,19
2019/2020,5,0.46,AM,DEGRADACAO,3
2019/2020,5,180.38,AM,DESMATAMENTO_CR,494
2019/2020,5,1.93,AM,DESMATAMENTO_VEG,8
2019/2020,5,1.14,AM,MINERACAO,10
2019/2020,5,0.43,AP,DESMATAMENTO_CR,4
2019/2020,5,0.35,AP,DESMATAMENTO_VEG,3
2019/2020,5,0.29,AP,MINERACAO,2
2019/2020,5,7.88,MA,DESMATAMENTO_CR,37
2019/2020,5,0.24,MA,DESMATAMENTO_VEG,1
2019/2020,5,8.99,MT,CICATRIZ_DE_QUEIMADA,10
2019/2020,5,14.5,MT,CS_DESORDENADO,8
2019/2020,5,14.62,MT,CS_GEOMETRICO,11
2019/2020,5,9.5,MT,DEGRADACAO,19
2019/2020,5,170.6,MT,DESMATAMENTO_CR,486
2019/2020,5,6.12,MT,DESMATAMENTO_VEG,14
2019/2020,5,0.27,MT,MINERACAO,4
2019/2020,5,9.4,PA,CICATRIZ_DE_QUEIMADA,5
2019/2020,5,12.35,PA,CS_DESORDENADO,9
2019/2020,5,7.48,PA,DEGRADACAO,21
2019/2020,5,328.85,PA,DESMATAMENTO_CR,673
2019/2020,5,11.58,PA,DESMATAMENTO_VEG,48
2019/2020,5,5.89,PA,MINERACAO,66
2019/2020,5,0.55,RO,CICATRIZ_DE_QUEIMADA,1
2019/2020,5,0.78,RO,DEGRADACAO,6
2019/2020,5,102.33,RO,DESMATAMENTO_CR,397
2019/2020,5,1.54,RO,DESMATAMENTO_VEG,9
2019/2020,5,0.09,RO,MINERACAO,1
2019/2020,5,0.22,RR,CICATRIZ_DE_QUEIMADA,1
2019/2020,5,0.82,RR,DESMATAMENTO_CR,8
2019/2020,5,0.75,TO,DESMATAMENTO_CR,3
2019/2020,6,3.59,AC,DEGRADACAO,20
2019/2020,6,36.48,AC,DESMATAMENTO_CR,342
2019/2020,6,4.78,AC,DESMATAMENTO_VEG,46
2019/2020,6,0.53,AM,CICATRIZ_DE_QUEIMADA,2
2019/2020,6,1.86,AM,CS_DESORDENADO,1
2019/2020,6,11.26,AM,DEGRADACAO,47
2019/2020,6,167.17,AM,DESMATAMENTO_CR,885
2019/2020,6,5.11,AM,DESMATAMENTO_VEG,45
2019/2020,6,1.19,AM,MINERACAO,13
2019/2020,6,0.13,AP,DESMATAMENTO_VEG,1
2019/2020,6,26.28,MA,DESMATAMENTO_CR,123
2019/2020,6,0.85,MA,DESMATAMENTO_VEG,6
2019/2020,6,0.2,MA,MINERACAO,3
2019/2020,6,4.25,MT,CICATRIZ_DE_QUEIMADA,8
2019/2020,6,15.05,MT,CS_DESORDENADO,16
2019/2020,6,69.35,MT,CS_GEOMETRICO,23
2019/2020,6,35.04,MT,DEGRADACAO,42
2019/2020,6,125.06,MT,DESMATAMENTO_CR,519
2019/2020,6,1.09,MT,DESMATAMENTO_VEG,7
2019/2020,6,0.91,MT,MINERACAO,11
2019/2020,6,7.1,PA,CICATRIZ_DE_QUEIMADA,9
2019/2020,6,49.87,PA,CS_DESORDENADO,31
2019/2020,6,2.11,PA,CS_GEOMETRICO,3
2019/2020,6,103.84,PA,DEGRADACAO,163
2019/2020,6,447.14,PA,DESMATAMENTO_CR,1853
2019/2020,6,81.96,PA,DESMATAMENTO_VEG,533
2019/2020,6,19.41,PA,MINERACAO,204
2019/2020,6,0.08,RO,CICATRIZ_DE_QUEIMADA,1
2019/2020,6,11.52,RO,DEGRADACAO,27
2019/2020,6,110.34,RO,DESMATAMENTO_CR,620
2019/2020,6,3.55,RO,DESMATAMENTO_VEG,20
2019/2020,6,0.14,RO,MINERACAO,1
2019/2020,6,0.8,RR,CICATRIZ_DE_QUEIMADA,3
2019/2020,6,2.02,RR,DEGRADACAO,5
2019/2020,6,10.11,RR,DESMATAMENTO_CR,65
2019/2020,6,0.08,RR,DESMATAMENTO_VEG,1
2019/2020,6,0.54,TO,DEGRADACAO,2
2019/2020,6,1.25,TO,DESMATAMENTO_CR,10
2019/2020,6,0,,DESMATAMENTO_CR,3
2019/2020,7,13.35,AC,CS_DESORDENADO,5
2019/2020,7,2.83,AC,DEGRADACAO,23
2019/2020,7,120.71,AC,DESMATAMENTO_CR,1188
2019/2020,7,5.47,AC,DESMATAMENTO_VEG,52
2019/2020,7,1.82,AM,CICATRIZ_DE_QUEIMADA,6
2019/2020,7,4.02,AM,CS_DESORDENADO,3
2019/2020,7,6.47,AM,DEGRADACAO,29
2019/2020,7,278.09,AM,DESMATAMENTO_CR,1472
2019/2020,7,7.94,AM,DESMATAMENTO_VEG,42
2019/2020,7,0.38,AM,MINERACAO,5
2019/2020,7,2.36,AP,DESMATAMENTO_CR,7
2019/2020,7,0.2,AP,DESMATAMENTO_VEG,1
2019/2020,7,1.13,MA,CS_DESORDENADO,1
2019/2020,7,15.71,MA,DESMATAMENTO_CR,111
2019/2020,7,0.5,MA,DESMATAMENTO_VEG,3
